card_id,card_url,img_url,name,price,state
812119696,https://www.olx.pl/d/oferta/dda-autoportret-prawdziwe-historie-marzena-wawerska-kus-unikat-CID751-IDSXzqM.html,https://ireland.apollo.olxcdn.com:443/v1/files/mt5y1kz255ge1-PL/image;s=200x0;q=50,"DDA Autoportret, prawdziwe historie, Marzena Wawerska Kus, UNIKAT","129,90 zł",Używane
852906171,https://www.olx.pl/d/oferta/ladowarka-teleskopowa-merlo-p-30-7-bardzo-ladna-i-w-pelni-sprawna-igla-CID757-IDWIHR9.html,https://ireland.apollo.olxcdn.com:443/v1/files/qxbgrju9q9l5-PL/image;s=200x0;q=50,Ładowarka teleskopowa Merlo P 30.7 Bardzo ładna i w pełni sprawna Igła,84 900 złdo negocjacji,
853042117,https://www.olx.pl/https://www.otomoto.pl/osobowe/oferta/opel-astra-astra-combi-uszkodzony-silnik-poza-tym-idealna-fv23-aso-ID6FIlsX.html,https://ireland.apollo.olxcdn.com:443/v1/files/zxe50ddma3kl2-PL/image;s=200x0;q=50,Opel Astra Astra combi Uszkodzony silnik poza tym idealna FV23% ASO,27 675 zł,
846103738,https://www.olx.pl/d/oferta/dwa-pokoje-50-m2-na-muranowie-obok-centrum-handlowego-klif-CID3-IDWgaeu.html,https://ireland.apollo.olxcdn.com:443/v1/files/oo92lk4v9ja43-PL/image;s=200x0;q=50,Dwa pokoje (50 m2) na Muranowie- obok Centrum Handlowego Klif,3 000 zł,
809484028,https://www.olx.pl/d/oferta/atrament-pelikan-czarny-schwarz-figurka-CID628-IDSMwM0.html,https://ireland.apollo.olxcdn.com:443/v1/files/rytk8relhon41-PL/image;s=200x0;q=50,Atrament Pelikan Czarny Schwarz Figurka,"34,99 zł",Używane
792721853,https://www.olx.pl/d/oferta/ciapy-dzieciece-na-rzepy-CID88-IDREbal.html,https://ireland.apollo.olxcdn.com:443/v1/files/9n71ck4lyiy91-PL/image;s=200x0;q=50,Ciapy dziecięce na rzepy,12 zł,Używane
778425558,https://www.olx.pl/d/oferta/yamaha-tdm-850-98r-szwajcar-kufry-super-stan-CID5-IDQGc2V.html,https://ireland.apollo.olxcdn.com:443/v1/files/oiqm9de1erd3-PL/image;s=200x0;q=50,"Yamaha TDM 850, 98r SZWAJCAR, kufry, super stan.",9 499 złdo negocjacji,
634049173,https://www.olx.pl/d/oferta/pellet-arbour-din-plus-pelet-miron-met-sulejowek-CID628-IDGUp9z.html,https://ireland.apollo.olxcdn.com:443/v1/files/km5d3wje6g08-PL/image;s=200x0;q=50,Pellet Arbour Din Plus Pelet Miron-Met Sulejówek,1 750 zł,Nowe
849831817,https://www.olx.pl/d/oferta/275-40-r21-ventus-s1-evo-3-run-flat-hankook-CID5-IDWwO4N.html,https://ireland.apollo.olxcdn.com:443/v1/files/2ssceiyexuvg1-PL/image;s=200x0;q=50,275/40 R21 Ventus S1 Evo 3 run flat HANKOOK,550 zł,Nowe
801245900,https://www.olx.pl/d/oferta/funko-big-pig-purge-election-year-pop-movies-CID88-IDSdVEY.html,https://ireland.apollo.olxcdn.com:443/v1/files/it87o5phm5nk1-PL/image;s=200x0;q=50,"Funko, Big Pig, Purge Election year, Pop Movies",40 zł,Nowe
795111456,https://www.olx.pl/d/oferta/zabawka-moj-pierwszy-garaz-CID88-IDROcOk.html,https://ireland.apollo.olxcdn.com:443/v1/files/zxixqr5kfyv82-PL/image;s=200x0;q=50,Zabawka mój pierwszy garaż,60 złdo negocjacji,Używane
783387980,https://www.olx.pl/d/oferta/malowanie-proszkowe-9m-malarnia-proszkowa-terminy-2-5dni-cynkomet-CID4371-IDR1100.html,https://ireland.apollo.olxcdn.com:443/v1/files/inc13jsrsy5p2-PL/image;s=200x0;q=50,Malowanie proszkowe 9m malarnia proszkowa terminy 2-5dni (Cynkomet),,
727925369,https://www.olx.pl/d/oferta/405-70r18-opony-dunlop-mitas-16-70r18-405-70-18-przemyslowe-CID5-IDNgiDL.html,https://ireland.apollo.olxcdn.com:443/v1/files/blq0yd4706o2-PL/image;s=200x0;q=50,"405/70r18 Opony DUNLOP , MITAS  16/70R18 405/70-18 Przemysłowe",780 zł,Używane
839844393,https://www.olx.pl/https://www.otomoto.pl/ciezarowe/oferta/scania-p230-smieciarka-scania-z-zabudowa-ekocel-ID6FxNNQ.html,https://ireland.apollo.olxcdn.com:443/v1/files/pxhk1np846h4-PL/image;s=200x0;q=50,Scania P230  Śmieciarka Scania z zabudową Ekocel,86 100 złdo negocjacji,
806091471,https://www.olx.pl/d/oferta/pamieci-ram-patriot-viper-elite-ddr4-8gb-2x4gb-2400mhz-CID99-IDSyhdl.html,https://ireland.apollo.olxcdn.com:443/v1/files/bm1bzxwqtp7c1-PL/image;s=200x0;q=50,Pamięci Ram Patriot Viper Elite  DDR4 8GB (2x4GB) 2400MHz,100 zł,Używane
606596591,https://www.olx.pl/d/oferta/buty-na-wysokim-obcasie-CID87-IDF3dtZ.html,https://ireland.apollo.olxcdn.com:443/v1/files/anfixvc29wm52-PL/image;s=200x0;q=50,Buty na wysokim obcasie,45 złdo negocjacji,Nowe
847925105,https://www.olx.pl/d/oferta/strzelnica-wirtualna-laser-niewidoczny-dla-oka-wynajem-na-imprezy-CID3018-IDWnO3n.html,https://ireland.apollo.olxcdn.com:443/v1/files/iqra6i88by0w-PL/image;s=200x0;q=50,Strzelnica wirtualna laser niewidoczny dla oka wynajem na imprezy,5 000 zł,
833004429,https://www.olx.pl/d/oferta/spodnie-dresowe-czarne-CID87-IDUncwj.html,https://ireland.apollo.olxcdn.com:443/v1/files/ousfzcb7h4c92-PL/image;s=200x0;q=50,"Spodnie dresowe, czarne.",50 zł,Nowe
852699466,https://www.olx.pl/d/oferta/land-rover-mondials-8jx18x57-CID5-IDWHQ5c.html,https://ireland.apollo.olxcdn.com:443/v1/files/8guql7r91pps2-PL/image;s=200x0;q=50,Land Rover Mondials 8Jx18x57,3 000 złdo negocjacji,Używane
686745358,https://www.olx.pl/d/oferta/43-od-reki-39-super-sexy-klapki-35-42-korek-buty-lato-impreza-17-cm-CID87-IDKtwQ2.html,https://ireland.apollo.olxcdn.com:443/v1/files/y6jmj1i9r0fz1-PL/image;s=200x0;q=50,43/ OD RĘKI 39 Super sexy klapki 35-42 korek buty lato impreza 17 cm,299 zł,Nowe
853237842,https://www.olx.pl/d/oferta/niech-zyje-bal-letni-bukiet-od-reserved-CID87-IDWK68G.html,https://ireland.apollo.olxcdn.com:443/v1/files/kmvlh8573gkg-PL/image;s=200x0;q=50,""" Niech żyje bal""- Letni bukiet od Reserved",40 zł,Używane
844517023,https://www.olx.pl/d/oferta/wyciskarka-elektryczna-do-cytrusow-CID99-IDW9wsj.html,https://ireland.apollo.olxcdn.com:443/v1/files/nxa04o7nex3j-PL/image;s=200x0;q=50,Wyciskarka elektryczna do cytrusów,20 zł,Używane
848918920,https://www.olx.pl/d/oferta/apple-watch-series-3-42mm-CID99-IDWrYAE.html,https://ireland.apollo.olxcdn.com:443/v1/files/uf6em6rt6u2f3-PL/image;s=200x0;q=50,Apple Watch Series 3 42mm,499 zł,Używane
160887913,https://www.olx.pl/https://www.otomoto.pl/przyczepy/oferta/fliegl-coilmulda-tylko-6200kg-naczepa-fliegl-coil-mulda-standard-waga-6200-kg-ID2bGiZD.html,https://ireland.apollo.olxcdn.com:443/v1/files/2ym56fj23gbd1-PL/image;s=200x0;q=50,Fliegl Coilmulda tylko 6200kg  Naczepa FLIEGL Coil mulda Standard waga 6200 kg !!,173 368 złdo negocjacji,
848695932,https://www.olx.pl/d/oferta/css-criton-1td-x-podstawki-CID99-IDWr2A4.html,https://ireland.apollo.olxcdn.com:443/v1/files/zlpo5sxzxjju2-PL/image;s=200x0;q=50,CSS Criton 1TD-X + podstawki.,7 950 zł,Nowe
838173221,https://www.olx.pl/d/oferta/bluza-czarna-wygodna-CID87-IDUIT8W.html,https://ireland.apollo.olxcdn.com:443/v1/files/8j25ikxc1ltn2-PL/image;s=200x0;q=50,bluza czarna wygodna,19 zł,Używane
659970829,https://www.olx.pl/d/oferta/glebogryzarka-separacyjna-zakladanie-trawnika-wiertnica-CID4371-IDIFayN.html,https://ireland.apollo.olxcdn.com:443/v1/files/txiprzg3ulw81-PL/image;s=200x0;q=50,"Glebogryzarka separacyjna, zakładanie trawnika, wiertnica.",,
848963967,https://www.olx.pl/d/oferta/worki-big-bagi-1000kg-i-500kg-dostawa-lub-odbior-z-zamoscia-CID757-IDWsajd.html,https://ireland.apollo.olxcdn.com:443/v1/files/4mapb1e5bvf62-PL/image;s=200x0;q=50,"Worki Big Bagi  1000kg i 500kg, dostawa  lub odbiór z Zamościa",8 zł,
690694097,https://www.olx.pl/d/oferta/skup-zboza-soja-rzepak-pszenica-pszenzyto-kukurydza-CID4371-IDKK55n.html,https://ireland.apollo.olxcdn.com:443/v1/files/u0gd5n3fqvd61-PL/image;s=200x0;q=50,"Skup zboża , soja , Rzepak, pszenica ,pszenżyto, kukurydza",,
812350227,https://www.olx.pl/d/oferta/zbrodnia-jako-kategoria-przestepstwa-boguslaw-sygit-unikat-CID751-IDSYxp1.html,https://ireland.apollo.olxcdn.com:443/v1/files/8zjhn4n39om21-PL/image;s=200x0;q=50,"ZBRODNIA jako kategoria przestępstwa, Bogusław Sygit, UNIKAT!","189,90 zł",Używane
807146685,https://www.olx.pl/d/oferta/kuchnia-mobilnawysokosc-60-5cmdlugosc-55cmszerokosc-50cmdlugosc-st-CID767-IDSCHIW.html,https://ireland.apollo.olxcdn.com:443/v1/files/dtt5kjwtk82b3-PL/image;s=200x0;q=50,"Kuchnia mobilna
Wysokość 60,5cm
Długość 55cm
Szerokość 50cm
Długość st",800 zł,Nowe
803292504,https://www.olx.pl/d/oferta/domek-na-wylacznosc-nowa-chata-CID1816-IDSmx4I.html,https://ireland.apollo.olxcdn.com:443/v1/files/8rxq4zcygvlq1-PL/image;s=200x0;q=50,"Domek na wyłączność ,NOWA CHATA",600  zł/za dobę,
852501371,https://www.olx.pl/d/oferta/bransoletka-do-pandora-charms-apart-na-prezent-dla-niej-20-cm-CID87-IDWH0y7.html,https://ireland.apollo.olxcdn.com:443/v1/files/6ygb54ocgw4-PL/image;s=200x0;q=50,Bransoletka do Pandora Charms APART na Prezent Dla Niej 20 cm,129 zł,Nowe
852401600,https://www.olx.pl/d/oferta/dekoracja-slubna-CID87-IDWGAAU.html,https://ireland.apollo.olxcdn.com:443/v1/files/8hhmi2lhqmg6-PL/image;s=200x0;q=50,Dekoracja ślubna,42 zł,Używane
853237675,https://www.olx.pl/d/oferta/samsung-buds2-sluchawki-dokanalowe-bluetooth-CID99-IDWK65Z.html,https://ireland.apollo.olxcdn.com:443/v1/files/28kyzszx6tn11-PL/image;s=200x0;q=50,Samsung Buds2 słuchawki dokanałowe bluetooth,299 zł,Nowe
853237643,https://www.olx.pl/d/oferta/kolarki-gym-glamour-push-up-l-CID87-IDWK65t.html,https://ireland.apollo.olxcdn.com:443/v1/files/g0okt4qfscjs-PL/image;s=200x0;q=50,Kolarki Gym glamour push up L,85 złdo negocjacji,Nowe
474505187,https://www.olx.pl/d/oferta/transport-mebli-przeprowadzki-bagazowka-rzetelna-firma-sprawdz-opinie-CID4371-IDv6Ytt.html,https://ireland.apollo.olxcdn.com:443/v1/files/ks7nh7xddn5q-PL/image;s=200x0;q=50,"Transport mebli-Przeprowadzki-Bagażówka,Rzetelna firma- Sprawdź Opinie",,
848839697,https://www.olx.pl/d/oferta/mercedes-c-w204-kompressor-1-8-avantgarde-CID5-IDWrDYR.html,https://ireland.apollo.olxcdn.com:443/v1/files/u1rd6yyud15j3-PL/image;s=200x0;q=50,Mercedes C W204 kompressor 1.8 Avantgarde,29 900 złdo negocjacji,
851996065,https://www.olx.pl/d/oferta/lego-city-60335-dworzec-kolejowy-CID88-IDWET61.html,https://ireland.apollo.olxcdn.com:443/v1/files/cz4r7ly7ai3a3-PL/image;s=200x0;q=50,LEGO City 60335 Dworzec kolejowy,340 zł,Nowe
760072916,https://www.olx.pl/d/oferta/dobry-zabojca-dean-koontz-CID751-IDPrbGA.html,https://ireland.apollo.olxcdn.com:443/v1/files/w8ttqzbwzw1k-PL/image;s=200x0;q=50,"""Dobry Zabójca"" Dean Koontz",25 złdo negocjacji,Używane
853237610,https://www.olx.pl/d/oferta/pralka-biala-amica-CID99-IDWK64V.html,https://ireland.apollo.olxcdn.com:443/v1/files/df1pge0zxm8s-PL/image;s=200x0;q=50,Pralka biała Amica,250 złdo negocjacji,Używane
852457306,https://www.olx.pl/https://www.otomoto.pl/motocykle-i-quady/oferta/tao-motors-inny-nowy-quad-zipp-ranger-250-rama-xxl-holomogacja-l7e-zarejetrowany-plug-ID6FHSuv.html,https://ireland.apollo.olxcdn.com:443/v1/files/m4favh4veo7v3-PL/image;s=200x0;q=50,TAO MOTORS Inny Nowy Quad Zipp Ranger 250 rama XXL holomogacja L7E zarejetrowany PŁUG+,19 300 złdo negocjacji,
851403698,https://www.olx.pl/d/oferta/sprzedam-forda-1-6-lpg-w-dobrym-stanie-CID5-IDWCoZI.html,https://ireland.apollo.olxcdn.com:443/v1/files/2efzt6cgq27d3-PL/image;s=200x0;q=50,"Sprzedam Forda. 1,6 LPG.  W dobrym stanie",11 700 złdo negocjacji,
741850614,https://www.olx.pl/d/oferta/automatyczne-nawadnianie-zakladanie-trawnikow-budowa-ogrodow-CID4371-IDOcJeu.html,https://ireland.apollo.olxcdn.com:443/v1/files/xd0slwwnj5yj-PL/image;s=200x0;q=50,"Automatyczne nawadnianie, zakładanie trawników, budowa ogrodów",,
846921611,https://www.olx.pl/d/oferta/sprzedam-opone-pojedyncza-185-65-r15-CID5-IDWjAZZ.html,https://ireland.apollo.olxcdn.com:443/v1/files/k93oksdc9yul2-PL/image;s=200x0;q=50,Sprzedam Oponę pojedyńczą 185/65 r15,140 zł,Używane
853238030,https://www.olx.pl/d/oferta/botki-damskie-42-rozmiar-ara-CID87-IDWK6bI.html,https://ireland.apollo.olxcdn.com:443/v1/files/n3jhu3uudiwq2-PL/image;s=200x0;q=50,"Botki damskie, 42 rozmiar, Ara",58 złdo negocjacji,Używane
841617129,https://www.olx.pl/d/oferta/kruszywo-betonowe-gruz-betonowy-kruszony-ziemia-ogrodowa-niwelacja-CID628-IDUXl3P.html,https://ireland.apollo.olxcdn.com:443/v1/files/7t38kzxpsbc6-PL/image;s=200x0;q=50,"KRUSZYWO BETONOWE,GRUZ BETONOWY-kruszony,ziemia ogrodowa,niwelacja",1 zł,
852736149,https://www.olx.pl/d/oferta/sterylizator-do-butelek-nuk-CID88-IDWHZCR.html,https://ireland.apollo.olxcdn.com:443/v1/files/hoaydifm10bp1-PL/image;s=200x0;q=50,Sterylizator do butelek NUK,30 zł,Używane
853142522,https://www.olx.pl/https://www.otomoto.pl/osobowe/oferta/volkswagen-jetta-1-9tdi-105km-kkimatronic-czujniki-cofania-ID6FIvAD.html,https://ireland.apollo.olxcdn.com:443/v1/files/atynj7yphdo83-PL/image;s=200x0;q=50,Volkswagen Jetta 1.9TDI 105KM Kkimatronic Czujniki cofania,16 900 złdo negocjacji,
708264170,https://www.olx.pl/d/oferta/trampki-buty-ecco-lekkie-wygodne-rozmiar-34-dla-dziecka-dziewczynki-CID88-IDLWNRE.html,https://ireland.apollo.olxcdn.com:443/v1/files/o8t7dtumjs392-PL/image;s=200x0;q=50,Trampki buty ECCO lekkie wygodne rozmiar 34 dla dziecka dziewczynki,30 zł,Używane
705227983,https://www.olx.pl/d/oferta/ksiazki-kucharskie-nowe-CID751-IDLJ40T.html,https://ireland.apollo.olxcdn.com:443/v1/files/qmv8kaocdqbl2-PL/image;s=200x0;q=50,Książki kucharskie nowe,8 zł,Nowe
848626211,https://www.olx.pl/d/oferta/male-koty-kot-i-kotka-oddam-za-darmo-CID103-IDWqKrx.html,https://ireland.apollo.olxcdn.com:443/v1/files/lihjaw6cbw8k3-PL/image;s=200x0;q=50,"Małe koty, kot i kotka oddam za darmo",Za darmo,
618714244,https://www.olx.pl/d/oferta/przyczepa-do-przewozu-rowerow-poznan-transport-rowerow-rowerowa-CID4371-IDFS3Q0.html,https://ireland.apollo.olxcdn.com:443/v1/files/wi4nxy6y1wnh3-PL/image;s=200x0;q=50,"Przyczepa do przewozu rowerów, Poznań, Transport rowerów, rowerowa",,
841154161,https://www.olx.pl/d/oferta/bmw-gs-1200-adv-acrap-CID5-IDUWoCB.html,https://ireland.apollo.olxcdn.com:443/v1/files/p4qexopw5g0w-PL/image;s=200x0;q=50,Bmw Gs 1200 ADV ACRAP,70 000 zł,
725425089,https://www.olx.pl/d/oferta/sosnowa-deska-podlogowa-podloga-drewniana-deska-elewacyjna-CID628-IDN5OcF.html,https://ireland.apollo.olxcdn.com:443/v1/files/n69braqjxc8g-PL/image;s=200x0;q=50,Sosnowa deska podłogowa Podłoga drewniana Deska elewacyjna,70 zł,Nowe
654587121,https://www.olx.pl/d/oferta/drewno-kominkowe-workowane-dab-CID628-IDIiA0N.html,https://ireland.apollo.olxcdn.com:443/v1/files/dr73wsw3ddfm3-PL/image;s=200x0;q=50,Drewno kominkowe Workowane DĄB,20 zł,Nowe
808812234,https://www.olx.pl/d/oferta/apple-macbook-air-m2-15-3-2023-8cpu-10gpu-8gb-256gb-space-gray-nowy-CID99-IDSJH0C.html,https://ireland.apollo.olxcdn.com:443/v1/files/zqidl3zr7zdv-PL/image;s=200x0;q=50,"Apple MacBook Air M2 15,3"" 2023 8CPU/10GPU/8GB/256GB/Space Gray - nowy",6 099 złdo negocjacji,Nowe
852797888,https://www.olx.pl/d/oferta/sprzedam-kawasaki-z750-CID5-IDWIfGE.html,https://ireland.apollo.olxcdn.com:443/v1/files/1dvrflv8itie1-PL/image;s=200x0;q=50,Sprzedam Kawasaki Z750,15 500 złdo negocjacji,
850435777,https://www.olx.pl/d/oferta/chevrolet-captivia-CID5-IDWylc5.html,https://ireland.apollo.olxcdn.com:443/v1/files/9mydaoiuywdl-PL/image;s=200x0;q=50,Chevrolet Captivia,38 900 zł,
846731174,https://www.olx.pl/d/oferta/hustawka-dziecieca-CID88-IDWiNsq.html,https://ireland.apollo.olxcdn.com:443/v1/files/35v96hvz4gzo3-PL/image;s=200x0;q=50,Huśtawka dziecięca,20 zł,Używane
842785025,https://www.olx.pl/d/oferta/sukienka-by-o-la-la-CID87-IDW2eSR.html,https://ireland.apollo.olxcdn.com:443/v1/files/6ru5rzvbrxo2-PL/image;s=200x0;q=50,Sukienka by o La La!,60 zł,Używane
729431510,https://www.olx.pl/d/oferta/kury-nioski-rosa-mlode-kurki-rossa-odchowane-kura-nioska-transport-k1-CID757-IDNmCsm.html,https://ireland.apollo.olxcdn.com:443/v1/files/baza09cpmmg31-PL/image;s=200x0;q=50,KURY NIOSKI ROSA młode kurki rossa odchowane kura nioska TRANSPORT k1,30 złdo negocjacji,
778967530,https://www.olx.pl/d/oferta/dwupokojowy-apartament-z-garazem-na-powislu-CID1816-IDQIt2q.html,https://ireland.apollo.olxcdn.com:443/v1/files/jt349ji9c1eb1-PL/image;s=200x0;q=50,Dwupokojowy apartament z Garażem na Powiślu,380  zł/za dobę,
852984707,https://www.olx.pl/d/oferta/stol-do-gry-w-pilkarzyki-garlando-f-200-evolution-CID767-IDWJ2hR.html,https://ireland.apollo.olxcdn.com:443/v1/files/8eqplvv3k5041-PL/image;s=200x0;q=50,stół do gry w piłkarzyki Garlando F-200 Evolution,1 200 zł,Używane
755974676,https://www.olx.pl/d/oferta/kwi3-renault-espace-iv-lusterko-prawe-kod-lakieru-teb66-CID5-IDP9ZxV.html,https://ireland.apollo.olxcdn.com:443/v1/files/ph2u6hespilp1-PL/image;s=200x0;q=50,Kwi3 Renault Espace IV lusterko prawe kod lakieru TEB66,50 zł,Używane
743072799,https://www.olx.pl/d/oferta/sty3-toyota-yaris-i-1-0-16v-silnik-gwarancja-CID5-IDOhRb9.html,https://ireland.apollo.olxcdn.com:443/v1/files/by196rf2qedl2-PL/image;s=200x0;q=50,Sty3 Toyota Yaris I 1.0 16V silnik - gwarancja,500 zł,Używane
671106578,https://www.olx.pl/d/oferta/posadzki-wylewki-anhydrytowe-pianobeton-chodziez-CID4371-IDJpTtE.html,https://ireland.apollo.olxcdn.com:443/v1/files/lx3y7q3xpayf3-PL/image;s=200x0;q=50,"Posadzki, wylewki anhydrytowe, pianobeton - Chodzież",,
712675518,https://www.olx.pl/d/oferta/bezorkowiec-agregat-bezorkowy-grano-system-3-0-m-2-5-m-2-0-m-od-reki-CID757-IDMejsq.html,https://ireland.apollo.olxcdn.com:443/v1/files/0d7vcmju4xw53-PL/image;s=200x0;q=50,"Bezorkowiec Agregat BEZORKOWY Grano System 3,0 m 2,5 m 2,0 m OD RĘKI",28 000 zł,
820676986,https://www.olx.pl/d/oferta/opona-205-60r16-nokian-wr-snowproof-CID5-IDTxtzA.html,https://ireland.apollo.olxcdn.com:443/v1/files/8jrmyblusru11-PL/image;s=200x0;q=50,Opona 205/60r16 Nokian WR Snowproof,130 zł,Używane
793362065,https://www.olx.pl/d/oferta/kontener-biurowy-6x3-kazdy-wymiar-producent-handlowy-gastronomiczny-CID4269-IDRGRIl.html,https://ireland.apollo.olxcdn.com:443/v1/files/2jifh6urqiz11-PL/image;s=200x0;q=50,kontener biurowy 6x3 każdy wymiar producent handlowy gastronomiczny,23 900 zł,
